feature_name,omics_layer,feature_type,reported_direction,n_studies,n_records,direction_consistency_ratio,evidence_frequency_score,direction_score,effect_strength_score,disease_subtype_coverage_score,activity_stage_coverage_score,trajectory_outcome_coverage_score,disease_trajectory_score,mechanism_score,model_score,conservative_total_score,available_evidence_score,evidence_completeness,evidence_level,fingerprint_category,effect_strength_status,source_study_ids,source_record_ids,source_comparisons,source_omics_layers,source_model_tasks,source_mechanism_mapping_file,score_reasoning_text,original_feature_name,taxonomic_rank_or_metabolite_class,mechanistic_category,mechanism_categories_from_mapping,model_sources,meta_support_sources,candidate_evidence_strength,recommended_use,caution_notes,normalized_feature_key,metabolite_normalized_key,family_key,genus_key,species_key,exact_feature_key,linkage_method,linkage_confidence,linkage_warning,matched_evidence_count,matched_evidence_sources,matched_evidence_types,matched_evidence_tasks,matched_evidence_record_ids,parsed_disease_subtype,parsed_activity_stage,parsed_trajectory_outcome,tier1_strict_core_flag,tier2_cross_study_directional_flag,tier3_gut_omics_mechanism_model_flag,tier4_model_prioritized_flag,tier5_remaining_exploratory_flag,primary_candidate_tier,all_candidate_tiers,revised_candidate_category,model_task,model_evidence_source,candidate_id,feature_label,manuscript_evidence_tier,direct_detected_feature,model_layer_meta_feature_status,retention_status,source_candidate_table,source_candidate_sheet,source_excel_row
eicosapentaenoic_acid,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,11.9491525423729,13.1991525423729,43.997175141243,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::13;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::24,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=11.9/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,eicosapentaenoic_acid,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,eicosapentaenoic_acid,eicosapentaenoic_acid,,,,eicosapentaenoic_acid,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::13;metabolome_XGBoost_IBD_vs_HC::24,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,eicosapentaenoic_acid,eicosapentaenoic acid,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1422
fructose,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,6.86440677966102,8.11440677966102,27.0480225988701,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::36;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::33,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=6.9/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,fructose,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,fructose,fructose,,,,fructose,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::36;metabolome_XGBoost_IBD_vs_HC::33,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,fructose,fructose,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,9285
fumarate,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,11.4406779661017,12.6906779661017,42.3022598870057,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::15;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::29,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=11.4/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,fumarate,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,fumarate,fumarate,,,,fumarate,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::15;metabolome_XGBoost_IBD_vs_HC::29,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,fumarate,fumarate,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1440
gdca,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,13.728813559322,14.978813559322,49.9293785310733,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::8;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::6,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=13.7/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,gdca,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,gdca,gdca,,,,gdca,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::8;metabolome_XGBoost_IBD_vs_HC::6,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,gdca,gdca,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1372
glutarate,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,12.7118644067797,13.9618644067797,46.539548022599,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::10;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::11,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=12.7/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,glutarate,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,glutarate,glutarate,,,,glutarate,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::10;metabolome_XGBoost_IBD_vs_HC::11,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,glutarate,glutarate,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1407
glycerate,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,8.64406779661017,9.89406779661017,32.9802259887006,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::37;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::26,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=8.6/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,glycerate,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,glycerate,glycerate,,,,glycerate,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::37;metabolome_XGBoost_IBD_vs_HC::26,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,glycerate,glycerate,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,9274
glycolate,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,11.4406779661017,12.6906779661017,42.3022598870057,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::16;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::15,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=11.4/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,glycolate,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,glycolate,glycolate,,,,glycolate,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::16;metabolome_XGBoost_IBD_vs_HC::15,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,glycolate,glycolate,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1441
glycylproline,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,1.52542372881356,2.77542372881356,9.25141242937853,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::48;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::48,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=1.5/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,glycylproline,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,glycylproline,glycylproline,,,,glycylproline,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::48;metabolome_XGBoost_IBD_vs_HC::48,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,glycylproline,glycylproline,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,10217
hdca,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,13.4745762711864,14.7245762711864,49.0819209039547,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::11;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::7,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=13.5/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,hdca,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,hdca,hdca,,,,hdca,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::11;metabolome_XGBoost_IBD_vs_HC::7,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,hdca,hdca,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1383
heptanoic_acid,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,4.57627118644068,5.82627118644068,19.4209039548023,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::42;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::44,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=4.6/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,heptanoic_acid,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,heptanoic_acid,heptanoic_acid,,,,heptanoic_acid,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::42;metabolome_XGBoost_IBD_vs_HC::44,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,heptanoic_acid,heptanoic acid,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,10207
homocitrulline,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,6.86440677966102,8.11440677966102,27.0480225988701,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::33;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::46,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=6.9/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,homocitrulline,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,homocitrulline,homocitrulline,,,,homocitrulline,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::33;metabolome_XGBoost_IBD_vs_HC::46,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,homocitrulline,homocitrulline,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,9286
hydroxyphenyllactic_acid,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,10.6779661016949,11.9279661016949,39.7598870056497,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::18;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::38,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=10.7/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,hydroxyphenyllactic_acid,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,hydroxyphenyllactic_acid,hydroxyphenyllactic_acid,,,,hydroxyphenyllactic_acid,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::18;metabolome_XGBoost_IBD_vs_HC::38,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,hydroxyphenyllactic_acid,hydroxyphenyllactic acid,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1446
hydroxypropionic_acid,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,9.40677966101696,10.656779661017,35.5225988700565,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::23;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::43,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=9.4/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,hydroxypropionic_acid,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,hydroxypropionic_acid,hydroxypropionic_acid,,,,hydroxypropionic_acid,exact_feature_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::23;metabolome_XGBoost_IBD_vs_HC::43,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,hydroxypropionic_acid,hydroxypropionic acid,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,9264
indole_3_acetate,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,5.08474576271187,6.33474576271187,21.1158192090396,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::47;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::40,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=5.1/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,indole_3_acetate,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,indole_3_acetate,indole_3_acetate,,,,indole_3_acetate,exact_normalized_key_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::47;metabolome_XGBoost_IBD_vs_HC::40,IBD vs HC,,,False,False,False,False,True,Tier 5 - remaining single-study/exploratory evidence,Tier 5 - remaining single-study/exploratory evidence,remaining single-study or exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,indole_3_acetate,indole 3 acetate,Evidence Tier III,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,10205
indole_3_methyl_acetate,metabolome,metabolite_or_metabolic_feature,,,0,,,,,1.25,0,0.0,1.25,,11.9491525423729,13.1991525423729,43.997175141243,0.3,E1,exploratory features,not_available,,model::metabolome_SHAP_IBD_vs_HC::A_IBD_vs_HC::22;model::metabolome_XGBoost_IBD_vs_HC::A_IBD_vs_HC::13,,metabolome,A_IBD_vs_HC,,Frequency=0/20 from unique studies n=NA; Direction=0/20 with consistency=NA; Effect=not_available; Trajectory=0/15; Mechanism=not_available; Model=11.9/15; formal/raw-to-meta effect is optional and missing values are not interpreted as negative biological evidence.,indole_3_methyl_acetate,,,,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,,,,,indole_3_methyl_acetate,indole_3_methyl_acetate,,,,indole_3_methyl_acetate,exact_normalized_key_match,high,,2,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,model_evidence,,metabolome_SHAP_IBD_vs_HC::22;metabolome_XGBoost_IBD_vs_HC::13,IBD vs HC,,,False,False,False,True,False,Tier 4 - model-prioritized exploratory candidate,Tier 4 - model-prioritized exploratory candidate,model-prioritized exploratory candidate fingerprint feature,A_IBD_vs_HC,metabolome_SHAP_IBD_vs_HC;metabolome_XGBoost_IBD_vs_HC,indole_3_methyl_acetate,indole 3 methyl acetate,Evidence Tier II,True,not_model_layer_meta_feature,retained_in_499_direct_detected_candidate_atlas,<PROJECT_ROOT>\Figures Tables\核心指纹\02_all_candidate_features_weight_table_revised.xlsx,weight_table_revised,1423
