feature_id,feature_label,omics_layer,original_primary_candidate_tier,direct_detected_feature,result_level_evidence_present,n_evidence_records,n_independent_studies,n_direction_coded_records,n_increase_records,n_decrease_records,majority_direction_ratio,n_significant_records,n_significant_independent_studies,median_effect_percentile,best_effect_percentile,disease_context_count,has_activity_or_remission_evidence,has_longitudinal_or_treatment_evidence,mechanism_level,feature_in_locked_model_space,nonzero_coefficient_count,supported_task_count,selection_frequency,primary_axis_support,permutation_supported_modality,evidence_frequency_raw_bin,evidence_frequency_score,direction_raw_bin,direction_score,effect_raw_bin,effect_strength_score,disease_process_raw_bin,disease_process_score,mechanism_raw_bin,mechanism_score,model_raw_bin,model_support_score,conservative_total_score,available_max_score,available_evidence_normalized_score,evidence_completeness,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,score_source_status,any_absence_defined_zero,any_reconstructed_nonzero,provenance_complete_flag,manual_review_flag
metabolite__N-Methylnicotinamide,N-Methylnicotinamide,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,7,2,0,0,0,,4,2,0.777919863597613,0.9897959183673469,0,False,False,0,True,1,1,0.0,True,True,2,8.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N1,N1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N2,N2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N3,N3,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N4,N4,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__N5,N5,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Oleic_acid,Oleic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,46,10,0,0,0,,7,4,0.8888888888888888,1.0,1,True,False,0,True,1,2,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Palmitic_acid,Palmitic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,26,7,0,0,0,,2,2,0.625,0.75,1,True,False,0,True,1,1,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,2,6.0,34.0,100,34.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Pentanoate,Pentanoate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,50,8,1,0,1,1.0,9,5,0.7777777777777778,0.9787234042553191,2,True,False,0,True,1,1,0.0,True,True,5,20.0,1,4.0,5,15.0,2,6.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Petroselinic_acid,Petroselinic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,10,5,0,0,0,,3,1,0.9722222222222222,0.9722222222222222,1,True,False,0,True,1,1,0.0,True,True,4,16.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,40.0,100,40.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Pipecolate,Pipecolate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,15,5,0,0,0,,3,3,0.4626865671641791,0.8913043478260869,1,True,False,0,True,1,1,0.0,True,True,4,16.0,0,0.0,1,3.0,1,3.0,0,0.0,2,6.0,28.0,100,28.000000000000004,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Proline,Proline,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,415,80,2,0,2,1.0,82,33,0.5577777777777778,1.0,5,True,True,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Propionic_acid,Propionic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,122,19,3,0,3,1.0,18,4,0.5217391304347826,1.0,2,True,False,0,True,1,1,0.0,True,True,5,20.0,2,8.0,3,9.0,2,6.0,0,0.0,2,6.0,49.0,100,49.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Pyruvate,Pyruvate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,648,77,4,3,1,0.75,146,32,0.6386946386946387,1.0,6,True,True,0,True,1,1,0.0,True,True,5,20.0,3,12.0,3,9.0,5,15.0,0,0.0,2,6.0,62.0,100,62.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Score,Score,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Serine,Serine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,776,95,11,8,3,0.727,132,37,0.5535714285714286,1.0,6,True,True,0,True,1,1,0.0,True,True,5,20.0,3,12.0,3,9.0,5,15.0,0,0.0,2,6.0,62.0,100,62.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Stearic_acid,Stearic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,68,10,0,0,0,,4,3,0.41304347826086957,1.0,1,True,False,0,True,1,1,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Suberate,Suberate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,17,6,0,0,0,,5,3,0.8688524590163934,1.0,0,False,False,0,True,1,1,0.0,True,True,4,16.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Threonine,Threonine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,563,99,2,0,2,1.0,145,37,0.5833333333333334,1.0,5,True,True,0,True,1,2,0.0,True,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,3,9.0,61.0,100,61.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Tyrosine,Tyrosine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,546,91,3,2,1,0.667,109,35,0.75,1.0,6,True,True,0,True,1,1,0.0,True,True,5,20.0,2,8.0,5,15.0,5,15.0,0,0.0,2,6.0,64.0,100,64.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__UC1,UC1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__UC2,UC2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__UC3,UC3,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__UC4,UC4,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__UC5,UC5,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N1_rep1,Unique.peptides.N1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N1_rep2,Unique.peptides.N1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N2_rep1,Unique.peptides.N2_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N2_rep2,Unique.peptides.N2_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N3_rep1,Unique.peptides.N3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N3_rep2,Unique.peptides.N3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N4_rep1,Unique.peptides.N4_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N4_rep2,Unique.peptides.N4_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N5_rep1,Unique.peptides.N5_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.N5_rep2,Unique.peptides.N5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC1_rep1,Unique.peptides.UC1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC1_rep2,Unique.peptides.UC1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC2_rep1,Unique.peptides.UC2_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC2_rep2,Unique.peptides.UC2_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC3_rep1,Unique.peptides.UC3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,58,1,0,0,0,,10,1,0.5728737997256516,0.9108367626886146,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC3_rep2,Unique.peptides.UC3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC4_rep1,Unique.peptides.UC4_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC4_rep2,Unique.peptides.UC4_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC5_rep1,Unique.peptides.UC5_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__Unique.peptides.UC5_rep2,Unique.peptides.UC5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,37,1,0,0,0,,5,1,0.5728737997256516,0.77400548696845,0,False,False,0,True,1,1,0.0,True,True,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__metabolite_00002,metabolite__metabolite_00002,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__metabolite_00003,metabolite__metabolite_00003,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__metabolite_00004,metabolite__metabolite_00004,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__metabolite_00006,metabolite__metabolite_00006,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__metabolite_00007,metabolite__metabolite_00007,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
metabolite__metabolite_00008,metabolite__metabolite_00008,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:1.6.5.3,EC:1.6.5.3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,20,8,0,0,0,,10,4,0.4418604651162791,0.9540816326530612,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__aa.8,aa.8,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__aa.10,aa.10,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__uSGB_5087:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__GGB3744_s__GGB3744_SGB5087_t__SGB5087,uSGB_5087:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3744|s__GGB3744_SGB5087|t__SGB5087,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,7094,231,545,208,337,0.618,464,37,0.7178094314426247,0.9989125706829056,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,3,9.0,5,15.0,0,0.0,2,6.0,58.0,100,57.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.5.1.1,EC:3.5.1.1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,7,0,0,0,,1,1,1.0,1.0,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,5,15.0,1,3.0,0,0.0,3,9.0,43.0,100,43.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__week_num,week_num,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__weeks_left,weeks_left,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,4,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__aa.1,aa.1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_2318:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_putredinis_t__SGB2318__dup2,kSGB_2318:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__SGB2318,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5064,234,245,98,147,0.6,190,45,0.7547846889952153,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,2,8.0,5,15.0,5,15.0,0,0.0,2,6.0,64.0,100,64.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:1.3.1.9,EC:1.3.1.9,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,13,10,0,0,0,,3,2,0.2578125,0.2578125,2,True,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,1,3.0,2,6.0,0,0.0,3,9.0,38.0,100,38.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__aa.4,aa.4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__collection,collection,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,1202,40,4,4,0,1.0,2,1,,,6,True,True,0,True,1,1,0.0,False,True,5,20.0,5,20.0,2,6.0,5,15.0,0,0.0,2,6.0,67.0,100,67.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__aa.14,aa.14,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
arachidonic_acid,arachidonic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,93,28,1,0,1,1.0,21,14,0.7852459016393443,1.0,4,True,True,0,True,1,1,0.0,True,False,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__HLA-DRB5,HLA-DRB5,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,190,47,0,0,0,,102,15,0.6819852941176471,1.0,2,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__aa.2,aa.2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__SLPI_TPM,SLPI_TPM,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,1,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,10.0,100,10.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.2.1.21,EC:3.2.1.21,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,16,9,0,0,0,,6,4,0.6953125,1.0,1,False,True,0,True,1,3,0.0,True,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:3.2.1.51,EC:3.2.1.51,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,16,7,0,0,0,,7,3,0.5740740740740741,0.9880952380952381,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,3,9.0,1,3.0,0,0.0,3,9.0,37.0,100,37.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:1.8.1.9,EC:1.8.1.9,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,11,7,0,0,0,,4,3,0.46707589285714285,0.5357142857142857,1,False,True,0,True,1,3,0.0,True,True,4,16.0,0,0.0,1,3.0,1,3.0,0,0.0,3,9.0,31.0,100,31.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
