feature_id,feature_label,omics_layer,original_primary_candidate_tier,direct_detected_feature,result_level_evidence_present,n_evidence_records,n_independent_studies,n_direction_coded_records,n_increase_records,n_decrease_records,majority_direction_ratio,n_significant_records,n_significant_independent_studies,median_effect_percentile,best_effect_percentile,disease_context_count,has_activity_or_remission_evidence,has_longitudinal_or_treatment_evidence,mechanism_level,feature_in_locked_model_space,nonzero_coefficient_count,supported_task_count,selection_frequency,primary_axis_support,permutation_supported_modality,evidence_frequency_raw_bin,evidence_frequency_score,direction_raw_bin,direction_score,effect_raw_bin,effect_strength_score,disease_process_raw_bin,disease_process_score,mechanism_raw_bin,mechanism_score,model_raw_bin,model_support_score,conservative_total_score,available_max_score,available_evidence_normalized_score,evidence_completeness,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,score_source_status,any_absence_defined_zero,any_reconstructed_nonzero,provenance_complete_flag,manual_review_flag
microbe__MMP10,MMP10,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,130,45,1,0,1,1.0,51,22,0.7761904761904762,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__C3,C3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__GABRP,GABRP,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,51,28,0,0,0,,12,7,0.25884146341463415,0.6666666666666666,3,True,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,1,3.0,4,12.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ZNF385D,ZNF385D,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,75,37,1,0,1,1.0,33,15,0.4444444444444444,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__HCAR3,HCAR3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,111,47,1,0,1,1.0,41,18,0.8452380952380952,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EDNRA,EDNRA,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,134,54,1,0,1,1.0,69,19,0.5,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGKV6D-21,IGKV6D-21,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,21,13,0,0,0,,7,4,0.3582089552238806,0.8,0,False,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
6_carboxyhexanoate,6_carboxyhexanoate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,19,10,0,0,0,,6,4,0.5853658536585367,0.9402985074626866,1,False,True,0,True,1,1,0.0,True,False,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,2,6.0,38.0,100,38.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__SIGLEC14,SIGLEC14,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,49,25,1,0,1,1.0,14,6,0.5,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__COL15A1,COL15A1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,196,61,1,0,1,1.0,78,23,0.5298245614035088,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__G0S2,G0S2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGF2BP3,IGF2BP3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,60,30,1,0,1,1.0,21,11,0.5,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,4,12.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CSF3,CSF3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGHV3-69-1,IGHV3-69-1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,21,10,0,0,0,,1,1,0.8333333333333334,0.8333333333333334,0,False,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
malate,malate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,210,42,1,0,1,1.0,26,14,0.8043478260869565,1.0,3,True,True,0,True,1,1,0.0,True,False,5,20.0,1,4.0,5,15.0,4,12.0,0,0.0,2,6.0,57.0,100,56.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
lachnospiraceae_g_coprococcus_asv15003,lachnospiraceae_g_coprococcus_asv15003,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,3,0,0,0,,2,1,0.5538290788013318,0.8529411764705882,0,False,False,0,True,1,1,0.0,True,False,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,27.0,100,27.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
turicibacteraceae_g_turicibacter_asv14204,turicibacteraceae_g_turicibacter_asv14204,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,8,3,0,0,0,,2,1,0.6564051638530288,0.7075471698113207,0,False,False,0,True,1,1,0.0,True,False,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,27.0,100,27.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ABCA12,ABCA12,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,44,23,1,0,1,1.0,19,10,0.8129370629370629,1.0,3,True,False,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,4,12.0,0,0.0,2,6.0,57.0,100,56.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__PRRC2A,PRRC2A,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,66,34,0,0,0,,18,9,0.6,1.0,1,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,2,6.0,38.0,100,38.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ALPK3,ALPK3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,58,28,0,0,0,,20,11,0.45121951219512196,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,5,15.0,0,0.0,2,6.0,56.0,100,56.00000000000001,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CHI3L2,CHI3L2,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,111,39,0,0,0,,49,12,0.625,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,4,12.0,0,0.0,2,6.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
all_cis_4_7_10_13_16_docosapentaenoic_acid,all_cis_4_7_10_13_16_docosapentaenoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,14,6,1,0,1,1.0,4,3,0.7078891257995736,0.8852459016393442,1,False,False,0,True,1,1,0.0,True,False,4,16.0,1,4.0,3,9.0,1,3.0,0,0.0,2,6.0,38.0,100,38.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
glutarate,glutarate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,39,13,1,0,1,1.0,7,5,0.6875,0.9918032786885246,1,False,False,0,True,1,1,0.0,True,False,5,20.0,1,4.0,3,9.0,1,3.0,0,0.0,2,6.0,42.0,100,42.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__INHBA,INHBA,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,214,67,1,0,1,1.0,114,21,0.5962962962962963,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ADAM12,ADAM12,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,131,44,1,0,1,1.0,53,15,0.45121951219512196,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_1965:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Barnesiellaceae_g__Barnesiella_s__Barnesiella_intestinihominis_t__SGB1965__dup4,kSGB_1965:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__SGB1965,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,3055,187,215,88,127,0.591,130,42,0.688895781637717,0.9978281853281853,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__VGLL3,VGLL3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,70,29,0,0,0,,24,7,0.5,0.9666666666666667,2,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__KCNJ10,KCNJ10,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,48,24,0,0,0,,9,5,0.4375,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,5,15.0,0,0.0,2,6.0,56.0,100,56.00000000000001,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__TMEM163,TMEM163,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,72,31,0,0,0,,29,9,0.4375,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,5,15.0,0,0.0,2,6.0,56.0,100,56.00000000000001,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_1934:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae_g__Parabacteroides_s__Parabacteroides_distasonis_t__SGB1934__dup18,kSGB_1934:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5539,221,223,90,133,0.596,201,43,0.8232998885172798,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
clostridium_s_paraputrificum_asv13476,clostridium_s_paraputrificum_asv13476,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,4,2,0,0,0,,1,1,0.4623376623376623,0.4623376623376623,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,17.0,100,17.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
staphylococcaceae_g_staphylococcus_asv12549,staphylococcaceae_g_staphylococcus_asv12549,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,4,1,0,0,0,,2,1,0.5480029404557707,0.812987012987013,0,False,False,0,True,1,1,0.0,True,False,1,4.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,19.0,100,19.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__SLC5A1,SLC5A1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,117,51,0,0,0,,49,17,0.5,0.9795918367346939,2,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CLEC1A,CLEC1A,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,66,30,0,0,0,,25,11,0.39820359281437123,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,4,12.0,0,0.0,2,6.0,53.0,100,53.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
phthalic_acid,phthalic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,10,3,0,0,0,,4,2,0.6973641915782707,0.9875,0,False,False,0,True,1,1,0.0,True,False,3,12.0,0,0.0,3,9.0,0,0.0,0,0.0,2,6.0,27.0,100,27.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__TNFSF11,TNFSF11,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,119,33,0,0,0,,47,9,0.5545197740112995,0.9880239520958084,2,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ADAMTS6,ADAMTS6,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,87,32,0,0,0,,43,9,0.45121951219512196,1.0,1,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
eicosapentaenoic_acid,eicosapentaenoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,26,9,0,0,0,,4,3,0.8121890547263682,0.8333333333333334,1,True,False,0,True,1,1,0.0,True,False,5,20.0,0,0.0,4,12.0,1,3.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
indole_3_methyl_acetate,indole_3_methyl_acetate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,20,7,1,1,0,1.0,3,2,0.35714285714285715,0.35714285714285715,1,False,False,0,True,1,1,0.0,True,False,4,16.0,1,4.0,1,3.0,1,3.0,0,0.0,2,6.0,32.0,100,32.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CXCL6,CXCL6,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,200,55,1,0,1,1.0,92,19,0.6154939587775409,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__CXCL13,CXCL13,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,149,40,0,0,0,,55,17,0.6770833333333333,1.0,4,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,5,15.0,0,0.0,2,6.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__EC:2.3.1.180,EC:2.3.1.180,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,12,8,0,0,0,,5,3,0.826309067688378,1.0,1,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGKV2D-29,IGKV2D-29,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,44,23,0,0,0,,13,8,0.3283582089552239,0.7142857142857143,2,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,1,3.0,2,6.0,0,0.0,2,6.0,35.0,100,35.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__MIR155HG,MIR155HG,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,66,32,0,0,0,,15,9,0.25,1.0,1,False,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__REG1B,REG1B,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,104,48,1,0,1,1.0,44,20,0.6666666666666666,1.0,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,3,9.0,5,15.0,0,0.0,2,6.0,54.0,100,54.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__S1PR3,S1PR3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,94,39,1,0,1,1.0,35,13,0.4084507042253521,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,4,12.0,0,0.0,2,6.0,57.0,100,56.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
bacteroidaceae_g_bacteroides_asv04102,bacteroidaceae_g_bacteroides_asv04102,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
enterobacteriales_f_enterobacteriaceae_asv05780,enterobacteriales_f_enterobacteriaceae_asv05780,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,7,2,0,0,0,,2,1,0.7691497182063219,0.8779220779220779,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,17.0,100,17.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__LINC00528,LINC00528,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,36,17,0,0,0,,6,4,0.7333333333333334,0.875,4,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,5,15.0,0,0.0,2,6.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__TRPC4,TRPC4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,60,24,0,0,0,,24,9,0.5,0.875,2,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__TNFSF14,TNFSF14,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,135,39,0,0,0,,46,12,0.5454545454545454,1.0,3,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,4,12.0,0,0.0,2,6.0,47.0,100,47.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
coumaric_acid_4_hydroxycinnamic_acid,coumaric_acid_4_hydroxycinnamic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,5,2,0,0,0,,2,1,0.903125,0.9625,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,29.0,100,28.999999999999996,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__SELP,SELP,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__ALDH1A3,ALDH1A3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,127,48,0,0,0,,52,13,0.6068181818181818,1.0,2,True,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,2,6.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__TENM4,TENM4,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,77,29,1,0,1,1.0,34,7,0.3991017964071856,0.8636363636363636,3,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,1,3.0,4,12.0,0,0.0,2,6.0,45.0,100,45.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
fumarate,fumarate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,160,37,1,0,1,1.0,28,15,0.7929423975090815,1.0,3,True,True,0,True,1,1,0.0,True,False,5,20.0,1,4.0,5,15.0,4,12.0,0,0.0,2,6.0,57.0,100,56.99999999999999,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
glycolate,glycolate,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,34,14,1,0,1,1.0,9,5,0.8625,0.9629629629629629,2,False,True,0,True,1,1,0.0,True,False,5,20.0,1,4.0,5,15.0,2,6.0,0,0.0,2,6.0,51.0,100,51.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
desulfovibrionaceae_g_bilophila_asv05659,desulfovibrionaceae_g_bilophila_asv05659,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,3,1,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,10.0,100,10.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__AOX1,AOX1,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__REG1A,REG1A,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,213,60,4,1,3,0.75,89,22,0.7014925373134329,1.0,5,True,True,0,True,1,1,0.0,False,True,5,20.0,3,12.0,3,9.0,5,15.0,0,0.0,2,6.0,62.0,100,62.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
bacteroidaceae_g_bacteroides_asv04093,bacteroidaceae_g_bacteroides_asv04093,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,1,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,True,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
hydroxyphenyllactic_acid,hydroxyphenyllactic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,13,2,0,0,0,,1,1,,,0,False,False,0,True,1,1,0.0,True,False,2,8.0,0,0.0,2,6.0,0,0.0,0,0.0,2,6.0,20.0,100,20.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
myristoleic_acid,myristoleic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,14,4,0,0,0,,2,2,0.7781473069435432,0.9891304347826086,0,False,False,0,True,1,1,0.0,True,False,3,12.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,33.0,100,33.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGHG3,IGHG3,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,182,40,0,0,0,,93,15,0.530763528539659,1.0,1,False,True,0,True,1,1,0.0,False,True,5,20.0,0,0.0,3,9.0,1,3.0,0,0.0,2,6.0,38.0,100,38.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IGLV9-49,IGLV9-49,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,27,15,0,0,0,,6,4,0.8258928571428572,0.9375,0,False,False,0,True,1,1,0.0,False,True,5,20.0,0,0.0,5,15.0,0,0.0,0,0.0,2,6.0,41.0,100,41.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__IL1A,IL1A,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,0,0,0,0,0,,0,0,,,0,False,False,0,True,1,1,0.0,False,True,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,6.0,100,6.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
microbe__kSGB_2290:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_obesi_t__SGB2290,kSGB_2290:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_obesi|t__SGB2290,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,5069,234,246,99,147,0.598,191,45,0.7523923444976077,0.9989292406531632,6,True,True,0,True,1,1,0.0,False,True,5,20.0,1,4.0,5,15.0,5,15.0,0,0.0,2,6.0,60.0,100,60.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
pentadecanoic_acid,pentadecanoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,30,12,0,0,0,,6,5,0.7937158469945356,1.0,1,True,False,0,True,1,1,0.0,True,False,5,20.0,0,0.0,5,15.0,1,3.0,0,0.0,2,6.0,44.0,100,44.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
veillonella_s_dispar_asv13143,veillonella_s_dispar_asv13143,microbiome,Tier 4 - model-prioritized exploratory candidate,True,True,10,4,0,0,0,,1,1,0.7547169811320755,0.7547169811320755,0,False,False,0,True,1,1,0.0,True,False,3,12.0,0,0.0,1,3.0,0,0.0,0,0.0,2,6.0,21.0,100,21.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
cystine,cystine,metabolome,Tier 4 - model-prioritized exploratory candidate,True,True,63,25,0,0,0,,14,11,0.6448509485094851,0.9166666666666666,4,True,True,0,True,1,1,0.0,True,False,5,20.0,0,0.0,3,9.0,5,15.0,0,0.0,2,6.0,50.0,100,50.0,1.0,Evidence Tier II,True,,reconstructed_from_project_sources,True,True,True,True
